sentenceid,utterance,verb,embpred,embQ,embSubject,embTense,mood_indicative
010530.cha6018,"o gato é que quer ir para a casinha . {0x15}%snd:""010530""_2415091_2416819{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010530.cha6527,"também acho que tenho que levar isso lá para casa (.) para fazer ao serão . {0x15}%snd:""010530""_2610194_2616122{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
010530.cha6603,"+< olha (.) tens [//] eu acho que tens um telemóvel a tocar . {0x15}%snd:""010530""_2637872_2639256{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
010706.cha319,"deixa ouvir . {0x15}%snd:""010706""_175312_175768{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
010706.cha323,"deixa ouvir . {0x15}%snd:""010706""_175768_176016{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
010706.cha387,"pois é (.) então agora deixa estar aí essa chucha um bocadinho para esse bebé . {0x15}%snd:""010706""_196799_202030{0x15}",deixar,TRUE,FALSE,TRUE,FALSE,FALSE
010706.cha501,"mas eu enganei a médica nas semanas (.) disse lhe ma [//] que estava com mais uma semana (.) depois é que vi que não . {0x15}%snd:""010706""_233468_239412{0x15}",dizer,TRUE,FALSE,FALSE,TRUE,TRUE
010706.cha617,"+< queres fazer óó Inês (.) queres ir para a cama ? {0x15}%snd:""010706""_265690_266842{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010706.cha617,"+< queres fazer óó Inês (.) queres ir para a cama ? {0x15}%snd:""010706""_265690_266842{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010706.cha636,"+< queres ir para a cama ? {0x15}%snd:""010706""_268274_269034{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010706.cha775,"olha (.) deixa (.) dar a mão para dares um salto aqui no +... {0x15}%snd:""010706""_306792_308992{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
010706.cha912,"+< tu sabes cantar ? {0x15}%snd:""010706""_359754_359954{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
010706.cha1156,"ah (.) deixa ver se ela diz ! {0x15}%snd:""010706""_497174_498006{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
010706.cha1397,"a mãe não quer fazer óó . {0x15}%snd:""010706""_566849_569113{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010706.cha1402,"já viste (.) safada (.) não quer dormir a sesta . {0x15}%snd:""010706""_569113_571729{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010706.cha1470,"xxx que ela deixou cair (.) a@fp (.) é para os anticorpos &=ri . {0x15}%snd:""010706""_598823_601751{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
010706.cha1579,"eu queria que ela dissesse xxx . {0x15}%snd:""010706""_627845_629941{0x15}",querer,TRUE,FALSE,TRUE,TRUE,FALSE
010706.cha1690,"não sei se ela reconheceu como vaca . {0x15}%snd:""010706""_670242_672618{0x15}",saber,TRUE,FALSE,TRUE,TRUE,TRUE
010706.cha1778,"+< isto vai ficar contra a luz (.) deixa me vir para aqui senão vai ficar tudo feio . {0x15}%snd:""010706""_701189_703365{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
010706.cha2020,"olha ali (.) não te [?] queres ver ? {0x15}%snd:""010706""_783692_785796{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010706.cha2112,"<deve estar> [//] porque está a dizer duas sílabas (.) eu acho que é isso „ não era ? {0x15}%snd:""010706""_812706_815307{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
010706.cha2123,"+< mas ela acho que ela dizia (.) só que dizia outras . {0x15}%snd:""010706""_815307_816547{0x15}",achar,TRUE,FALSE,TRUE,TRUE,TRUE
010706.cha2289,"olha (.) Inês (.) deixa a mãe sentar aqui . {0x15}%snd:""010706""_872488_874776{0x15}",deixar,TRUE,FALSE,TRUE,FALSE,FALSE
010706.cha2303,"+< queres sentar ali „ queres ? {0x15}%snd:""010706""_876791_877655{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010706.cha2328,"onde é que ela quer sentar ? {0x15}%snd:""010706""_882167_883279{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010706.cha2356,"+< quer ir para o computador „ não ? {0x15}%snd:""010706""_888239_889127{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010706.cha2522,"olha (.) eu vou para aqui (.) vê lá se queres que eu vá aí para dentro . {0x15}%snd:""010706""_967918_970254{0x15}",ver,TRUE,FALSE,FALSE,TRUE,TRUE
010706.cha2522,"olha (.) eu vou para aqui (.) vê lá se queres que eu vá aí para dentro . {0x15}%snd:""010706""_967918_970254{0x15}",querer,TRUE,FALSE,TRUE,TRUE,FALSE
010706.cha2965,"o que é que queres fazer ? {0x15}%snd:""010706""_1110753_1112785{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010706.cha3079,"aí na casa_de_banho eu acho que [?] não há bonecos . {0x15}%snd:""010706""_1150167_1151863{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
010706.cha3359,"tu já sabes fazer muito bem . {0x15}%snd:""010706""_1245209_1247017{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
010706.cha3471,"ela está a dizer que não não (.) mas eu acho que está bem . {0x15}%snd:""010706""_1286183_1288462{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
010706.cha3485,"+< ah (.) mas é que ela (.) agora gosta de dizer não não . {0x15}%snd:""010706""_1289166_1291686{0x15}",gostar,TRUE,FALSE,FALSE,FALSE,FALSE
010706.cha4451,"olha deixa ver se ela diz isso . {0x15}%snd:""010706""_1614810_1618186{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
010706.cha4845,"eu acho que o pato está quase a acordar . {0x15}%snd:""010706""_1733235_1736027{0x15}",achar,TRUE,FALSE,TRUE,TRUE,TRUE
010706.cha5363,"+< queres que eu faça a tia ? {0x15}%snd:""010706""_1906320_1907384{0x15}",querer,TRUE,FALSE,TRUE,TRUE,FALSE
010706.cha5421,"não (.) eu acho que isto não é o papá . {0x15}%snd:""010706""_1922925_1924620{0x15}",achar,TRUE,FALSE,TRUE,TRUE,TRUE
010706.cha5637,"pois (.) eu sei que é aí . {0x15}%snd:""010706""_1999987_2001971{0x15}",saber,TRUE,FALSE,FALSE,TRUE,TRUE
010706.cha5646,"eu sei que é aí . {0x15}%snd:""010706""_2002747_2003475{0x15}",saber,TRUE,FALSE,FALSE,TRUE,TRUE
010706.cha5921,"queres papar ? {0x15}%snd:""010706""_2087866_2088810{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010706.cha6365,"não queres papar ? {0x15}%snd:""010706""_2230809_2231921{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010706.cha6396,"olha (.) queres ver ? {0x15}%snd:""010706""_2238681_2239009{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010706.cha6400,"queres ver ? {0x15}%snd:""010706""_2239009_2239448{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010706.cha6563,"espera aí (.) queres que eu vá buscar ? {0x15}%snd:""010706""_2297156_2298036{0x15}",querer,TRUE,FALSE,TRUE,TRUE,FALSE
010706.cha6658,"não queres mostrar me (.) como tu és linda e papas tão bem ? {0x15}%snd:""010706""_2323298_2325674{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010706.cha6676,"agora já queria subir . {0x15}%snd:""010706""_2337801_2339505{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010706.cha6762,"sabe comer sozinha ? {0x15}%snd:""010706""_2379326_2381150{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
010706.cha7048,"deixa ver se isso não fica à frente . {0x15}%snd:""010706""_2505590_2506894{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
010706.cha7057,"deixa ver . {0x15}%snd:""010706""_2508205_2509165{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
010706.cha7422,"+< ah (.) pensei que fossem maiores . {0x15}%snd:""010706""_2636241_2636473{0x15}",pensar,TRUE,FALSE,FALSE,TRUE,FALSE
010706.cha7501,"+< também acho que é . {0x15}%snd:""010706""_2666543_2666983{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
010706.cha7642,"já não quer dormir (.) e depois é só a esta hora . {0x15}%snd:""010706""_2706417_2708233{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010706.cha7840,"porque à partida a pessoa pensa que morares aqui e trabalhares em Sintra que é muito mau (.) e não é . {0x15}%snd:""010706""_2756182_2759654{0x15}",pensar,TRUE,FALSE,TRUE,TRUE,TRUE
010806.cha23,"não queres tirar a chucha Inês ? {0x15}%snd:""010806""_3791_5439{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010806.cha75,"queres ver ? {0x15}%snd:""010806""_14742_14974{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010806.cha512,"agora não queres dizer . {0x15}%snd:""010806""_132721_133763{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010806.cha632,"acho que não tinha ficado registado . {0x15}%snd:""010806""_173826_175242{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
010806.cha743,"olha (.) queres ver ? {0x15}%snd:""010806""_199682_201730{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010806.cha867,"queres ir fazer óó ? {0x15}%snd:""010806""_254689_255953{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010806.cha1179,"deixa cá ver (.) agora (.) como é que eu con +... {0x15}%snd:""010806""_335093_338645{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
010806.cha1398,"sabes contar esta história ? {0x15}%snd:""010806""_412860_414484{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
010806.cha1458,"quem gosta de pular bem alto ? {0x15}%snd:""010806""_430384_433008{0x15}",gostar,TRUE,FALSE,FALSE,FALSE,FALSE
010806.cha1557,"quem gosta de pular bem alto ? {0x15}%snd:""010806""_466129_469193{0x15}",gostar,TRUE,FALSE,FALSE,FALSE,FALSE
010806.cha1588,"ah a Inês sabe contar essa história muito bem . {0x15}%snd:""010806""_476537_479345{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
010806.cha1664,"quem gosta de pular bem alto ? {0x15}%snd:""010806""_500216_504344{0x15}",gostar,TRUE,FALSE,FALSE,FALSE,FALSE
010806.cha1751,"xxx sabes cantar a canção dos patinhos ? {0x15}%snd:""010806""_537470_540126{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
010806.cha1761,"+< ela já sabe cantar os parabéns . {0x15}%snd:""010806""_541358_542317{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
010806.cha1766,"ah (.) então quero ouvir . {0x15}%snd:""010806""_542317_543341{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010806.cha2028,"xxx [//] tu sabes cantar os anões ? {0x15}%snd:""010806""_676568_681744{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
010806.cha2263,"ai@i (.) a Inês sabe [?] papar a papa dos anões ? {0x15}%snd:""010806""_762404_766715{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
010806.cha2440,"tu deixaste o cair „ não foi ? {0x15}%snd:""010806""_809960_812232{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
010806.cha2589,"queres ir para aqui ? {0x15}%snd:""010806""_864227_865011{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010806.cha2836,"eu acho que está . {0x15}%snd:""010806""_943721_944449{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
010806.cha3073,"ela acha que toda a gente tem (.) bebés na barriga (.) agora . {0x15}%snd:""010806""_1026947_1029411{0x15}",achar,TRUE,FALSE,TRUE,TRUE,TRUE
010806.cha3344,"o pato é que quer (.) papar . {0x15}%snd:""010806""_1115794_1118498{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010806.cha3458,"qual é que queres cantar (.) Inês ? {0x15}%snd:""010806""_1161458_1164418{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010806.cha3781,"mandaram te fazeres assim ? {0x15}%snd:""010806""_1290056_1291456{0x15}",mandar,TRUE,FALSE,FALSE,FALSE,FALSE
010806.cha3787,"acho que era habitual (.) não sei . {0x15}%snd:""010806""_1293432_1294304{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
010806.cha4045,"deixa ver se ela vem aqui brincar contigo . {0x15}%snd:""010806""_1393787_1395259{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
010806.cha4078,"deixa ver a Maria . {0x15}%snd:""010806""_1404019_1405755{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
010806.cha4083,"olha (.) a Maria quer comer salsicha . {0x15}%snd:""010806""_1405755_1407323{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010806.cha4179,"queres que eu apanhe a Miquelina ? {0x15}%snd:""010806""_1455092_1456564{0x15}",querer,TRUE,FALSE,TRUE,TRUE,FALSE
010806.cha4654,"é (.) eu acho que isto é o tigre para aí do Calvin ou assim „ não ? {0x15}%snd:""010806""_1625295_1627471{0x15}",achar,TRUE,FALSE,TRUE,TRUE,TRUE
010806.cha5123,"+< xxx mas acho que é giro . {0x15}%snd:""010806""_1791506_1792186{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
010806.cha5405,"tu queres ir para (.) cama (.) fazer óó ? {0x15}%snd:""010806""_1907690_1909490{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010806.cha5420,"eu acho que queres . {0x15}%snd:""010806""_1911266_1912314{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
010806.cha5425,"quando ela disser que quer (.) escrevo (.) para marcar o dia . {0x15}%snd:""010806""_1912314_1914740{0x15}",dizer,TRUE,FALSE,FALSE,TRUE,TRUE
010806.cha5522,"a@fp (.) a Inês foi para aí (.) deixa me lá ver . {0x15}%snd:""010806""_1947220_1949019{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
010806.cha5621,"a@fp (.) de [//] (.) não sei se é de vinte e quatro para vinte cinco se é de vinte cinco para vinte seis (.) e normalmente é nas mudanças da +... {0x15}%snd:""010806""_1979466_1984531{0x15}",saber,TRUE,FALSE,FALSE,TRUE,TRUE
010806.cha6063,"queres papar (.) a sopa (.) hum@i ? {0x15}%snd:""010806""_2388602_2391532{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010806.cha6095,"acho que ela está fraca de (.) não comer . {0x15}%snd:""010806""_2403524_2406044{0x15}",achar,TRUE,FALSE,TRUE,TRUE,TRUE
010806.cha6868,"eu vou me embora (.) mas antes eu queria que tu dissesses como é que eu me chamo (.) está bem ? {0x15}%snd:""010806""_2717773_2721860{0x15}",querer,TRUE,FALSE,TRUE,TRUE,FALSE
010908.cha348,"oh (.) deixa cá ver (.) &=ri . {0x15}%snd:""010908""_97443_98971{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
010908.cha442,"+< ainda tens aqui outro (.) queres ver ? {0x15}%snd:""010908""_124372_125343{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010908.cha645,"acho que é uma toupeira . {0x15}%snd:""010908""_177042_178417{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
010908.cha675,"deixa cá ver . {0x15}%snd:""010908""_188794_190244{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
010908.cha932,"+< olha (.) não vês que ela tem os olhos mais claros . {0x15}%snd:""010908""_262625_263672{0x15}",ver,TRUE,FALSE,TRUE,TRUE,TRUE
010908.cha1345,"mas acho que não sou a única pessoa „ não é ? {0x15}%snd:""010908""_352028_353342{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
010908.cha1527,"queres brincar com o balão ? {0x15}%snd:""010908""_394063_395022{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010908.cha1579,"sabes que agora estamos mesmo a pen +... {0x15}%snd:""010908""_405947_407811{0x15}",saber,TRUE,FALSE,FALSE,TRUE,TRUE
010908.cha1739,"deixa ver . {0x15}%snd:""010908""_467639_468727{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
010908.cha1779,"eu não sei encher . {0x15}%snd:""010908""_555644_557764{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
010908.cha1817,"é que eu acho que (.) tanto eu como a tua mãe não somos as mais indicadas . {0x15}%snd:""010908""_565116_569787{0x15}",achar,TRUE,FALSE,TRUE,TRUE,TRUE
010908.cha1873,"ah (.) e tu agora queres ver se +... {0x15}%snd:""010908""_578083_580427{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010908.cha2149,"que pena (.) eu queria tanto saber (.) quem era . {0x15}%snd:""010908""_655428_658539{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010908.cha2603,"+< bem (.) também (.) acho que era indiferente (.) já . {0x15}%snd:""010908""_770154_772722{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
010908.cha2610,"acho que era indiferente (.) ir [?] para o mesmo ou ir para o da frente (.) vai dar ao mesmo . {0x15}%snd:""010908""_772994_780089{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
010908.cha3202,"a minha empregada diz que o filho dela com cinco anos agora é que faz isto (.) mas eu acho um bocado atrasado . {0x15}%snd:""010908""_953080_956025{0x15}",dizer,TRUE,FALSE,TRUE,TRUE,FALSE
010908.cha3653,"olha (.) deixa me (.) perguntar mais . {0x15}%snd:""010908""_1097510_1099565{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
010908.cha3728,"achas que não fica ? {0x15}%snd:""010908""_1114129_1118624{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
010908.cha3733,"não (.) acho que fica . {0x15}%snd:""010908""_1118624_1120176{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
010908.cha3738,"acho que me vou é ver grega para transcrever . {0x15}%snd:""010908""_1120176_1121842{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
010908.cha3835,"+< xxx e disse assim ah sua espertalhona (.) ela agora quer que eu diga sempre ah . {0x15}%snd:""010908""_1148674_1153026{0x15}",querer,TRUE,FALSE,TRUE,TRUE,FALSE
010908.cha4004,"então deixa me tirar . {0x15}%snd:""010908""_1213188_1214700{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
010908.cha4536,"pensava que aí era a boca do cão . {0x15}%snd:""010908""_1456846_1460486{0x15}",pensar,TRUE,FALSE,TRUE,TRUE,TRUE
010908.cha4963,"+< queres brincar com +... {0x15}%snd:""010908""_1593701_1594101{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010908.cha5074,"ah (.) eu acho que não (.) que a mãe não tem . {0x15}%snd:""010908""_1624855_1626545{0x15}",achar,TRUE,FALSE,TRUE,TRUE,TRUE
010908.cha5107,"quem [/] (.) quem gosta de pular bem alto ? {0x15}%snd:""010908""_1633888_1637232{0x15}",gostar,TRUE,FALSE,FALSE,FALSE,FALSE
010908.cha5682,"eu não sei o que estás a dizer (.) mas eu acho que é isso . {0x15}%snd:""010908""_1802662_1805822{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
010908.cha5739,"deixa pôr o ursinho a dormir . {0x15}%snd:""010908""_1823305_1824625{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
010908.cha5865,"+< xxx e também sabe dizer (.) xxx . {0x15}%snd:""010908""_1882299_1884882{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
010908.cha5874,"olha Inês (.) queres desenhar ? {0x15}%snd:""010908""_1888058_1891490{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
010908.cha6104,"acho que há . {0x15}%snd:""010908""_1952543_1953423{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
010908.cha6177,"e acho que isso é que ficava giro +/. {0x15}%snd:""010908""_1974774_1976622{0x15}",achar,TRUE,FALSE,TRUE,TRUE,TRUE
010908.cha6183,"+< acho que já sei (.) são [/] são aqueles tacos assim maiorzinhos ? {0x15}%snd:""010908""_1976622_1978957{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
010908.cha6233,"e nós só mandámos arranjar e tal . {0x15}%snd:""010908""_1986557_1987845{0x15}",mandar,TRUE,FALSE,FALSE,FALSE,FALSE
010908.cha6239,"e isso é o tipo de tom que eu acho que combina bem com [/] (.) como tu tens (.) com mobília até mais clara (.) para fazer os contrastes . {0x15}%snd:""010908""_1987845_1994500{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
010908.cha6258,"eu acho que fica muito engraçado (.) realmente . {0x15}%snd:""010908""_1994500_1996156{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
010908.cha6318,"Ferreira Borges eu acho que é a principal lá „ não é ? {0x15}%snd:""010908""_2010156_2011667{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
010908.cha6414,"tu deixas (.) a mãe passear ? {0x15}%snd:""010908""_2033364_2035098{0x15}",deixar,TRUE,FALSE,TRUE,FALSE,FALSE
010908.cha6553,"eu acho que se calhar era com fome . {0x15}%snd:""010908""_2069968_2071328{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
010908.cha7427,"não sei se são coisas xxx . {0x15}%snd:""010908""_2380938_2382194{0x15}",saber,TRUE,FALSE,FALSE,TRUE,TRUE
010908.cha7515,"tu queres que eu vá contigo para onde Inês ? {0x15}%snd:""010908""_2406593_2409121{0x15}",querer,TRUE,FALSE,TRUE,TRUE,FALSE
010908.cha7681,"olha (.) deixa me eu fazer uma coisa (.) vamos fechar . {0x15}%snd:""010908""_2469927_2474713{0x15}",deixar,TRUE,FALSE,TRUE,FALSE,FALSE
010908.cha8054,"o que é que tu queres (.) que eu faça ? {0x15}%snd:""010908""_2718508_2720028{0x15}",querer,TRUE,FALSE,TRUE,TRUE,FALSE
011016.cha413,"deixa ver como é que é . {0x15}%snd:""011016""_133997_135885{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
011016.cha556,"deixa pôr assim o chapéu (.) para se ver a tua carinha . {0x15}%snd:""011016""_174402_180082{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
011016.cha814,"deixa me cá ver quem é este . {0x15}%snd:""011016""_307898_309266{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
011016.cha1010,"e esta (.) quem é que eu disse que era ? {0x15}%snd:""011016""_370238_372062{0x15}",dizer,TRUE,FALSE,FALSE,TRUE,TRUE
011016.cha1186,"olha (.) ela disse é quia@q é quia@q para a aqui [?] (.) mas era não era Maria porque ela sabe dizer Maía@q . {0x15}%snd:""011016""_453933_459341{0x15}",dizer,TRUE,FALSE,FALSE,TRUE,FALSE
011016.cha1186,"olha (.) ela disse é quia@q é quia@q para a aqui [?] (.) mas era não era Maria porque ela sabe dizer Maía@q . {0x15}%snd:""011016""_453933_459341{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
011016.cha1342,"ai@i (.) vê lá se te queimas . {0x15}%snd:""011016""_524084_525908{0x15}",ver,TRUE,FALSE,FALSE,TRUE,TRUE
011016.cha1381,"ah (.) pensava que estavas a dizer que estava quente . {0x15}%snd:""011016""_534723_537071{0x15}",pensar,TRUE,FALSE,FALSE,TRUE,TRUE
011016.cha1444,"olha (.) conta lá à mãe (.) ver se tu te lembras (.) quem é que eu disse que eram estas duas ? {0x15}%snd:""011016""_556102_559606{0x15}",dizer,TRUE,FALSE,FALSE,TRUE,TRUE
011016.cha1592,"a Mafalda não sabe papar iogurte (.) é bebé „ não é ? {0x15}%snd:""011016""_587939_591579{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
011016.cha1774,"+< eu acho que é porque tem mais espaço para andar . {0x15}%snd:""011016""_649375_650352{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
011016.cha1996,"já sabes comer sozinha (.) o iogurte todo . {0x15}%snd:""011016""_714106_717394{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
011016.cha2276,"iss [//] isso acho que é mais tarde . {0x15}%snd:""011016""_786014_788461{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
011016.cha2502,"porque não se sabe se a câmara não tem outro chilique . {0x15}%snd:""011016""_862480_864904{0x15}",saber,TRUE,FALSE,TRUE,TRUE,TRUE
011016.cha2654,"não (.) sabes (.) eu (.) tenho em casa (.) vai [//] mas é só uma vez por semana (.) eu acho que ela também nem pode mais . {0x15}%snd:""011016""_905805_910805{0x15}",achar,TRUE,FALSE,TRUE,TRUE,TRUE
011016.cha2726,"mas [?] esta Inês é que come (.) esta não sabe comer „ não é ? {0x15}%snd:""011016""_923628_927764{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
011016.cha3226,"deixa me espreitar a Mafalda . {0x15}%snd:""011016""_1204102_1205390{0x15}",deixar,TRUE,FALSE,FALSE,FALSE,FALSE
011016.cha3231,"vou ver (.) se ela está boa (.) que eu ainda não vi . {0x15}%snd:""011016""_1205390_1207206{0x15}",ver,TRUE,FALSE,TRUE,TRUE,TRUE
011016.cha3548,"não foi (.) que a mãe disse que não foi . {0x15}%snd:""011016""_1295866_1298642{0x15}",dizer,TRUE,FALSE,FALSE,TRUE,TRUE
011016.cha4203,"ah (.) pensei que já me tivesses dito isso há muito tempo (.) estava a ver que era o terceiro já . {0x15}%snd:""011016""_1498467_1500763{0x15}",pensar,TRUE,FALSE,FALSE,TRUE,FALSE
011016.cha4235,"eu na altura eu acho que nem te disse porque estavas grávida (.) achei que te ia fazer impressão (.) foi isso que +... {0x15}%snd:""011016""_1504170_1506729{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
011016.cha4235,"eu na altura eu acho que nem te disse porque estavas grávida (.) achei que te ia fazer impressão (.) foi isso que +... {0x15}%snd:""011016""_1504170_1506729{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
011016.cha4306,"acho que nem quer ouvir falar de tal assunto . {0x15}%snd:""011016""_1521336_1523384{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
011016.cha4306,"acho que nem quer ouvir falar de tal assunto . {0x15}%snd:""011016""_1521336_1523384{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
011016.cha4445,"+< eu acho que ela não quer . {0x15}%snd:""011016""_1551415_1551975{0x15}",achar,TRUE,FALSE,TRUE,TRUE,TRUE
011016.cha5045,"eu por acaso hoje acho que <não há> [//] não filmei um bocadinho a Mafalda (.) mas eu depois xxx filmo (.) assim ficas com o registo (.) xxx só no fim . {0x15}%snd:""011016""_1723698_1731258{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
011016.cha5852,"eu achei que era uma coisa muito [/] (.) muito estranha para ela +... {0x15}%snd:""011016""_1997088_1999536{0x15}",achar,TRUE,FALSE,FALSE,TRUE,TRUE
011016.cha5916,"a Inês sabe fazer legos muito bem (.) estou a ver . {0x15}%snd:""011016""_2014543_2017702{0x15}",saber,TRUE,FALSE,FALSE,FALSE,FALSE
011016.cha5964,"olha (.) e agora tens ali mais peças (.) queres fazer com aquelas ? {0x15}%snd:""011016""_2029230_2032310{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
011016.cha5978,"queres fazer com aquelas peças ? {0x15}%snd:""011016""_2033797_2035965{0x15}",querer,TRUE,FALSE,FALSE,FALSE,FALSE
